id,genre_id,genre
3896,8,International
3904,4,Folk
3905,4,Folk
3906,4,Folk
3908,4,Folk
3909,4,Folk
3910,4,Folk
3911,4,Folk
3912,4,Folk
3913,4,Folk
3920,4,Folk
3921,4,Folk
3950,2,Rock
4013,4,Folk
4017,4,Folk
4022,2,Rock
4037,4,Folk
4066,4,Folk
4067,4,Folk
4068,4,Folk
4069,4,Folk
4070,8,International
4071,8,International
4072,8,International
4073,8,International
4074,8,International
4075,8,International
4076,8,International
4077,8,International
4078,8,International
4079,8,International
4080,8,International
4091,8,International
4092,8,International
4093,8,International
4094,8,International
4095,8,International
4096,8,International
4097,8,International
4098,8,International
4099,8,International
4100,8,International
4101,8,International
4102,8,International
4103,8,International
4108,2,Rock
4232,8,International
4233,8,International
4234,8,International
4235,8,International
4236,8,International
4239,8,International
4450,4,Folk
4507,8,International
4508,8,International
4509,8,International
4510,8,International
4511,8,International
4519,6,Electronic
4520,6,Electronic
4521,6,Electronic
4522,6,Electronic
4682,0,Hip-Hop
4684,0,Hip-Hop
4685,0,Hip-Hop
4688,0,Hip-Hop
4777,2,Rock
4778,2,Rock
4779,2,Rock
4780,2,Rock
4781,2,Rock
4782,2,Rock
4784,2,Rock
4785,2,Rock
4786,2,Rock
4787,2,Rock
4788,2,Rock
4799,2,Rock
4835,2,Rock
4836,2,Rock
4838,2,Rock
4846,8,International
4848,8,International
4849,8,International
5006,2,Rock
5156,4,Folk
5157,4,Folk
5158,4,Folk
5159,4,Folk
5169,4,Folk
5170,4,Folk
5171,4,Folk
5191,1,Pop
5264,0,Hip-Hop
5268,0,Hip-Hop
5376,4,Folk
5381,4,Folk
5521,3,Experimental
5879,4,Folk
5936,4,Folk
5940,4,Folk
6329,8,International
6330,8,International
6331,8,International
6332,8,International
6333,8,International
6342,8,International
6354,8,International
6357,8,International
6358,8,International
6360,8,International
6363,8,International
6366,8,International
6367,8,International
6368,8,International
6370,8,International
6372,8,International
6373,8,International
6376,8,International
6379,8,International
6380,8,International
6381,8,International
6382,8,International
6383,8,International
6385,8,International
6387,8,International
6389,8,International
6390,8,International
6393,8,International
6394,8,International
6396,8,International
6406,4,Folk
6407,4,Folk
6439,0,Hip-Hop
6440,0,Hip-Hop
6442,0,Hip-Hop
6443,0,Hip-Hop
6448,0,Hip-Hop
6459,8,International
6461,4,Folk
6463,4,Folk
6467,4,Folk
6469,8,International
6517,2,Rock
6519,2,Rock
6603,0,Hip-Hop
6605,0,Hip-Hop
6606,0,Hip-Hop
6607,0,Hip-Hop
6608,0,Hip-Hop
6609,0,Hip-Hop
6610,0,Hip-Hop
6611,0,Hip-Hop
6674,3,Experimental
6675,3,Experimental
6677,3,Experimental
6679,3,Experimental
6680,3,Experimental
6684,3,Experimental
6762,4,Folk
6776,2,Rock
6778,2,Rock
6779,4,Folk
6782,4,Folk
6783,4,Folk
6788,2,Rock
6802,8,International
6803,8,International
6854,4,Folk
6855,4,Folk
6856,4,Folk
6857,4,Folk
7011,6,Electronic
7373,3,Experimental
7374,3,Experimental
7375,3,Experimental
7376,3,Experimental
7377,3,Experimental
7378,3,Experimental
7379,3,Experimental
7381,3,Experimental
7383,3,Experimental
7385,3,Experimental
7386,3,Experimental
7388,3,Experimental
7391,3,Experimental
7393,3,Experimental
7481,0,Hip-Hop
7482,0,Hip-Hop
7483,0,Hip-Hop
7487,0,Hip-Hop
7488,0,Hip-Hop
7489,0,Hip-Hop
7490,0,Hip-Hop
7491,0,Hip-Hop
7492,0,Hip-Hop
7495,2,Rock
7526,1,Pop
7527,1,Pop
7528,1,Pop
7529,1,Pop
7548,3,Experimental
7554,3,Experimental
7709,4,Folk
7710,4,Folk
7711,4,Folk
7712,4,Folk
7713,4,Folk
7872,2,Rock
8056,2,Rock
8208,2,Rock
8256,4,Folk
8259,4,Folk
8261,4,Folk
8345,3,Experimental
8357,3,Experimental
8363,3,Experimental
8372,3,Experimental
8416,3,Experimental
9152,3,Experimental
9155,3,Experimental
9307,3,Experimental
9476,3,Experimental
9477,3,Experimental
9491,2,Rock
9505,3,Experimental
9511,2,Rock
9512,8,International
9513,2,Rock
9550,2,Rock
9553,2,Rock
9555,2,Rock
9557,2,Rock
9559,2,Rock
9560,2,Rock
9678,3,Experimental
9721,3,Experimental
9846,3,Experimental
9887,4,Folk
9888,4,Folk
9918,3,Experimental
9962,2,Rock
10186,8,International
10192,0,Hip-Hop
10250,14,Instrumental
10374,3,Experimental
10375,3,Experimental
10376,3,Experimental
10377,3,Experimental
10381,4,Folk
10382,4,Folk
10383,4,Folk
10384,4,Folk
10385,4,Folk
10386,4,Folk
10387,4,Folk
10388,4,Folk
10389,4,Folk
10435,3,Experimental
10438,4,Folk
10439,4,Folk
10440,4,Folk
10441,4,Folk
10442,4,Folk
10443,4,Folk
10444,4,Folk
10447,4,Folk
10458,4,Folk
10480,4,Folk
10481,4,Folk
10485,4,Folk
10521,3,Experimental
10527,3,Experimental
10535,3,Experimental
10541,3,Experimental
10575,4,Folk
10577,4,Folk
10668,2,Rock
10669,2,Rock
10670,2,Rock
10671,2,Rock
10672,2,Rock
10673,2,Rock
10674,2,Rock
10675,2,Rock
10676,2,Rock
10677,2,Rock
10678,4,Folk
10679,4,Folk
10682,4,Folk
10684,4,Folk
10693,0,Hip-Hop
10694,0,Hip-Hop
10695,0,Hip-Hop
10696,0,Hip-Hop
10697,0,Hip-Hop
10698,0,Hip-Hop
10699,0,Hip-Hop
10805,1,Pop
10806,1,Pop
10807,1,Pop
10808,1,Pop
10809,1,Pop
10810,1,Pop
10983,3,Experimental
10992,4,Folk
10993,4,Folk
11019,3,Experimental
11020,3,Experimental
11059,4,Folk
11198,1,Pop
11199,1,Pop
11200,1,Pop
11204,0,Hip-Hop
11206,6,Electronic
11234,3,Experimental
11237,3,Experimental
11239,3,Experimental
11242,3,Experimental
11261,1,Pop
11262,6,Electronic
11264,2,Rock
11268,2,Rock
11298,0,Hip-Hop
11299,0,Hip-Hop
11306,2,Rock
11333,3,Experimental
11334,3,Experimental
11503,4,Folk
11504,4,Folk
11505,4,Folk
11508,4,Folk
11544,3,Experimental
11638,14,Instrumental
11671,8,International
11672,8,International
11673,8,International
11674,8,International
11675,8,International
11677,8,International
11679,8,International
11681,8,International
11682,8,International
11683,8,International
11763,0,Hip-Hop
11764,0,Hip-Hop
11765,0,Hip-Hop
11766,0,Hip-Hop
11767,0,Hip-Hop
11768,0,Hip-Hop
11769,0,Hip-Hop
11770,0,Hip-Hop
11771,0,Hip-Hop
11772,0,Hip-Hop
11773,0,Hip-Hop
11774,0,Hip-Hop
11775,0,Hip-Hop
11776,0,Hip-Hop
11777,0,Hip-Hop
11778,0,Hip-Hop
11779,0,Hip-Hop
11780,0,Hip-Hop
11781,0,Hip-Hop
11782,0,Hip-Hop
11783,0,Hip-Hop
11784,0,Hip-Hop
11785,0,Hip-Hop
11786,0,Hip-Hop
11787,0,Hip-Hop
11788,0,Hip-Hop
11789,0,Hip-Hop
11790,0,Hip-Hop
11791,0,Hip-Hop
11792,0,Hip-Hop
11793,0,Hip-Hop
11794,0,Hip-Hop
11795,0,Hip-Hop
11803,0,Hip-Hop
11818,0,Hip-Hop
11839,0,Hip-Hop
11861,0,Hip-Hop
11862,0,Hip-Hop
11867,0,Hip-Hop
11868,0,Hip-Hop
11916,0,Hip-Hop
11917,0,Hip-Hop
11918,0,Hip-Hop
11919,0,Hip-Hop
11920,0,Hip-Hop
11921,0,Hip-Hop
11922,0,Hip-Hop
11933,2,Rock
11937,1,Pop
11942,6,Electronic
11946,3,Experimental
11947,3,Experimental
11951,3,Experimental
12045,4,Folk
12046,4,Folk
12047,4,Folk
12048,4,Folk
12049,4,Folk
12050,4,Folk
12051,4,Folk
12052,4,Folk
12053,4,Folk
12058,4,Folk
12059,4,Folk
12060,4,Folk
12061,4,Folk
12062,4,Folk
12064,4,Folk
12065,4,Folk
12066,4,Folk
12067,4,Folk
12109,8,International
12146,1,Pop
12147,1,Pop
12173,0,Hip-Hop
12174,0,Hip-Hop
12179,1,Pop
12188,1,Pop
12189,6,Electronic
12346,3,Experimental
12348,4,Folk
12349,4,Folk
12350,4,Folk
12351,4,Folk
12352,4,Folk
12353,4,Folk
12355,4,Folk
12376,1,Pop
12387,1,Pop
12390,1,Pop
12394,0,Hip-Hop
12481,4,Folk
12482,4,Folk
12484,4,Folk
12485,4,Folk
12486,4,Folk
12487,4,Folk
12488,4,Folk
12489,4,Folk
12490,4,Folk
12508,4,Folk
12513,4,Folk
12514,4,Folk
12518,1,Pop
12521,2,Rock
12526,0,Hip-Hop
12527,1,Pop
12530,1,Pop
12531,0,Hip-Hop
12532,1,Pop
12537,1,Pop
12551,1,Pop
12552,1,Pop
12654,1,Pop
12690,8,International
12691,8,International
12692,8,International
12737,3,Experimental
12985,4,Folk
12986,4,Folk
13191,1,Pop
13197,1,Pop
13199,0,Hip-Hop
13201,0,Hip-Hop
13218,1,Pop
13220,1,Pop
13325,2,Rock
13328,1,Pop
13362,1,Pop
13378,1,Pop
13474,6,Electronic
13537,8,International
13538,8,International
13539,8,International
13540,8,International
13556,2,Rock
13561,0,Hip-Hop
13562,6,Electronic
13566,0,Hip-Hop
13571,6,Electronic
13578,3,Experimental
13591,0,Hip-Hop
13596,2,Rock
13666,2,Rock
13668,6,Electronic
13670,0,Hip-Hop
13706,6,Electronic
13707,6,Electronic
13708,6,Electronic
13709,6,Electronic
13710,6,Electronic
13711,6,Electronic
13735,0,Hip-Hop
13747,0,Hip-Hop
13748,0,Hip-Hop
13749,0,Hip-Hop
13767,0,Hip-Hop
13768,0,Hip-Hop
13804,0,Hip-Hop
13927,4,Folk
13928,4,Folk
13929,4,Folk
13930,4,Folk
14063,6,Electronic
14208,6,Electronic
14315,8,International
14316,8,International
14317,8,International
14318,8,International
14319,8,International
14320,8,International
14344,6,Electronic
14358,0,Hip-Hop
14363,0,Hip-Hop
14365,0,Hip-Hop
14386,0,Hip-Hop
14391,0,Hip-Hop
14538,0,Hip-Hop
14539,0,Hip-Hop
14541,0,Hip-Hop
14542,0,Hip-Hop
14568,14,Instrumental
14569,14,Instrumental
14570,14,Instrumental
14571,14,Instrumental
14572,14,Instrumental
14576,14,Instrumental
14577,14,Instrumental
14578,14,Instrumental
14579,14,Instrumental
14580,14,Instrumental
14581,14,Instrumental
14583,14,Instrumental
14584,14,Instrumental
14585,14,Instrumental
14586,14,Instrumental
14588,14,Instrumental
14589,14,Instrumental
14590,14,Instrumental
14601,8,International
14602,8,International
14603,8,International
14604,8,International
14653,2,Rock
14661,4,Folk
14663,1,Pop
14684,4,Folk
14690,3,Experimental
14693,4,Folk
14733,2,Rock
14734,2,Rock
14735,2,Rock
14736,2,Rock
14737,2,Rock
14738,2,Rock
14739,2,Rock
14740,2,Rock
14741,2,Rock
14742,2,Rock
14743,2,Rock
14744,2,Rock
14745,2,Rock
14809,4,Folk
14869,6,Electronic
15094,3,Experimental
15210,0,Hip-Hop
15464,3,Experimental
15469,3,Experimental
15471,3,Experimental
15475,3,Experimental
15476,3,Experimental
15487,8,International
15488,8,International
15540,3,Experimental
15541,3,Experimental
15542,3,Experimental
15543,3,Experimental
15625,3,Experimental
15769,6,Electronic
15770,6,Electronic
15771,6,Electronic
15772,6,Electronic
15773,6,Electronic
15880,8,International
16095,1,Pop
16155,1,Pop
16158,1,Pop
16162,0,Hip-Hop
16163,1,Pop
16334,8,International
16337,1,Pop
16338,1,Pop
16339,1,Pop
16340,1,Pop
16354,2,Rock
16743,8,International
16744,8,International
16745,8,International
16747,8,International
16819,2,Rock
16820,2,Rock
16821,2,Rock
16822,2,Rock
16878,0,Hip-Hop
16879,0,Hip-Hop
16880,0,Hip-Hop
16895,1,Pop
16994,2,Rock
16995,2,Rock
16997,2,Rock
17132,4,Folk
17344,1,Pop
17345,1,Pop
17462,2,Rock
17491,0,Hip-Hop
17496,0,Hip-Hop
17499,0,Hip-Hop
17500,0,Hip-Hop
17573,3,Experimental
17588,6,Electronic
17605,8,International
17606,8,International
17607,8,International
17608,8,International
17609,8,International
17610,8,International
17611,8,International
17631,8,International
17632,8,International
17633,8,International
17634,8,International
17635,8,International
17636,8,International
17637,8,International
17644,3,Experimental
17735,2,Rock
17782,0,Hip-Hop
17884,6,Electronic
17906,1,Pop
18031,8,International
18032,8,International
18033,8,International
18034,8,International
18037,8,International
18038,8,International
18039,8,International
18043,8,International
18044,8,International
18112,3,Experimental
18124,3,Experimental
18144,1,Pop
18145,1,Pop
18146,1,Pop
18159,4,Folk
18197,2,Rock
18350,4,Folk
18607,2,Rock
18611,2,Rock
18876,3,Experimental
18877,3,Experimental
18887,2,Rock
19073,1,Pop
19074,1,Pop
19179,2,Rock
19184,2,Rock
19187,2,Rock
19192,3,Experimental
19412,1,Pop
19413,1,Pop
19415,1,Pop
19416,1,Pop
19417,1,Pop
19418,1,Pop
19420,1,Pop
19422,1,Pop
19423,1,Pop
19425,1,Pop
19438,0,Hip-Hop
19439,0,Hip-Hop
19441,1,Pop
19442,1,Pop
19459,8,International
19673,8,International
19674,8,International
19685,2,Rock
19689,1,Pop
19707,4,Folk
19708,4,Folk
19729,0,Hip-Hop
19758,1,Pop
19759,1,Pop
19760,1,Pop
19889,8,International
19890,8,International
19891,8,International
20050,2,Rock
20296,3,Experimental
20361,14,Instrumental
20362,14,Instrumental
20364,14,Instrumental
20365,14,Instrumental
20366,14,Instrumental
20369,14,Instrumental
20372,14,Instrumental
20373,14,Instrumental
20374,14,Instrumental
20375,14,Instrumental
20376,14,Instrumental
20424,3,Experimental
20432,8,International
20469,0,Hip-Hop
20667,6,Electronic
20704,1,Pop
20818,3,Experimental
21058,3,Experimental
21085,6,Electronic
21087,4,Folk
21167,6,Electronic
21228,0,Hip-Hop
21231,1,Pop
21232,1,Pop
21400,1,Pop
21401,1,Pop
21402,1,Pop
21403,1,Pop
21404,1,Pop
21409,1,Pop
21422,6,Electronic
21565,1,Pop
21587,1,Pop
21657,1,Pop
21672,1,Pop
21676,1,Pop
21677,1,Pop
21707,4,Folk
21774,3,Experimental
21842,6,Electronic
21859,2,Rock
21860,2,Rock
21891,6,Electronic
21895,6,Electronic
21995,1,Pop
21996,1,Pop
21997,1,Pop
21998,1,Pop
21999,1,Pop
22000,1,Pop
22001,1,Pop
22088,0,Hip-Hop
22091,0,Hip-Hop
22093,2,Rock
22094,0,Hip-Hop
22095,6,Electronic
22097,1,Pop
22150,3,Experimental
22295,0,Hip-Hop
22296,0,Hip-Hop
22315,8,International
22348,1,Pop
22472,1,Pop
22473,1,Pop
22474,1,Pop
22475,1,Pop
22476,1,Pop
22477,1,Pop
22478,1,Pop
22479,1,Pop
22480,1,Pop
22481,1,Pop
23010,6,Electronic
23013,6,Electronic
23014,4,Folk
23015,4,Folk
23016,6,Electronic
23037,2,Rock
23039,1,Pop
23041,2,Rock
23063,3,Experimental
23155,8,International
23156,8,International
23172,2,Rock
23329,3,Experimental
23353,6,Electronic
23355,6,Electronic
23371,4,Folk
23372,6,Electronic
23505,6,Electronic
23862,6,Electronic
24216,3,Experimental
24217,3,Experimental
24218,3,Experimental
24362,8,International
24363,8,International
24364,8,International
24365,8,International
24366,8,International
24367,8,International
24368,8,International
24369,8,International
24370,8,International
24371,8,International
24418,0,Hip-Hop
24420,0,Hip-Hop
24421,0,Hip-Hop
24422,0,Hip-Hop
24423,0,Hip-Hop
24424,0,Hip-Hop
24425,0,Hip-Hop
24426,0,Hip-Hop
24427,0,Hip-Hop
24428,0,Hip-Hop
24429,0,Hip-Hop
24430,0,Hip-Hop
24431,0,Hip-Hop
24432,0,Hip-Hop
24512,3,Experimental
24515,3,Experimental
24521,3,Experimental
24524,3,Experimental
24698,8,International
24699,8,International
24700,8,International
24701,8,International
24702,8,International
24717,8,International
24720,8,International
24739,8,International
24741,8,International
24742,8,International
24745,8,International
24746,8,International
24747,8,International
24748,8,International
24749,8,International
24842,8,International
24898,3,Experimental
24899,3,Experimental
24901,3,Experimental
24912,3,Experimental
24915,3,Experimental
24917,3,Experimental
24963,3,Experimental
24975,3,Experimental
24983,3,Experimental
25028,8,International
25029,8,International
25030,8,International
25031,8,International
25032,8,International
25033,8,International
25055,1,Pop
25063,3,Experimental
25066,6,Electronic
25104,1,Pop
25124,1,Pop
25215,8,International
25216,8,International
25227,8,International
25232,8,International
25233,8,International
25234,8,International
25235,8,International
25324,3,Experimental
25378,6,Electronic
25601,8,International
25603,8,International
25605,8,International
25606,8,International
25608,8,International
25609,8,International
25668,8,International
25669,8,International
25670,8,International
25795,8,International
25796,8,International
25797,8,International
25802,8,International
25804,8,International
26007,0,Hip-Hop
26008,0,Hip-Hop
26010,0,Hip-Hop
26011,0,Hip-Hop
26012,0,Hip-Hop
26013,0,Hip-Hop
26014,0,Hip-Hop
26016,0,Hip-Hop
26017,0,Hip-Hop
26020,0,Hip-Hop
26021,0,Hip-Hop
26022,0,Hip-Hop
26025,0,Hip-Hop
26026,0,Hip-Hop
26034,0,Hip-Hop
26035,0,Hip-Hop
26036,0,Hip-Hop
26169,1,Pop
26174,1,Pop
26298,1,Pop
26301,3,Experimental
26302,4,Folk
26307,3,Experimental
26322,3,Experimental
26464,4,Folk
26465,4,Folk
26466,4,Folk
26583,3,Experimental
26600,3,Experimental
26605,3,Experimental
26629,6,Electronic
26638,2,Rock
26639,2,Rock
26640,2,Rock
26641,2,Rock
26642,2,Rock
26643,2,Rock
26651,6,Electronic
26652,6,Electronic
26653,6,Electronic
26654,6,Electronic
26655,6,Electronic
26656,6,Electronic
26657,6,Electronic
26658,6,Electronic
26659,6,Electronic
26674,2,Rock
26681,2,Rock
26754,1,Pop
26765,1,Pop
26859,6,Electronic
26861,6,Electronic
26902,6,Electronic
26904,6,Electronic
26905,6,Electronic
26906,6,Electronic
27164,1,Pop
27177,6,Electronic
27194,8,International
27195,8,International
27197,8,International
27198,8,International
27258,4,Folk
27406,6,Electronic
27454,3,Experimental
27455,3,Experimental
27456,3,Experimental
27547,1,Pop
27548,1,Pop
27549,1,Pop
27550,1,Pop
27551,1,Pop
27552,1,Pop
27609,8,International
27610,8,International
27611,8,International
27612,8,International
27613,8,International
27667,6,Electronic
27673,6,Electronic
27797,1,Pop
27798,6,Electronic
27799,0,Hip-Hop
27802,1,Pop
27803,3,Experimental
27804,4,Folk
27805,1,Pop
27855,4,Folk
27856,4,Folk
27866,3,Experimental
27945,3,Experimental
27953,8,International
27975,8,International
27978,8,International
27981,8,International
27987,8,International
28070,2,Rock
28072,2,Rock
28179,6,Electronic
28241,3,Experimental
28260,2,Rock
28266,2,Rock
28274,2,Rock
28375,3,Experimental
28376,3,Experimental
28477,1,Pop
28478,1,Pop
28479,1,Pop
28480,1,Pop
28481,1,Pop
28482,1,Pop
28483,1,Pop
28484,1,Pop
28485,1,Pop
28546,6,Electronic
28548,6,Electronic
28553,6,Electronic
28571,3,Experimental
28608,1,Pop
28692,2,Rock
28802,1,Pop
29037,6,Electronic
29039,6,Electronic
29040,6,Electronic
29041,6,Electronic
29042,6,Electronic
29043,6,Electronic
29044,6,Electronic
29045,1,Pop
29128,1,Pop
29180,1,Pop
29243,1,Pop
29245,1,Pop
29255,1,Pop
29271,1,Pop
29272,3,Experimental
29350,8,International
29351,8,International
29355,8,International
29465,3,Experimental
29480,4,Folk
29526,6,Electronic
29528,6,Electronic
29530,6,Electronic
29587,0,Hip-Hop
29602,0,Hip-Hop
29673,6,Electronic
29718,0,Hip-Hop
29719,0,Hip-Hop
29720,0,Hip-Hop
29721,0,Hip-Hop
29738,3,Experimental
29739,3,Experimental
29740,3,Experimental
29741,3,Experimental
29742,3,Experimental
29744,3,Experimental
29745,3,Experimental
29746,3,Experimental
29747,3,Experimental
29750,3,Experimental
29752,3,Experimental
29807,2,Rock
29813,2,Rock
29816,6,Electronic
29961,0,Hip-Hop
29971,4,Folk
30041,0,Hip-Hop
30043,0,Hip-Hop
30050,0,Hip-Hop
30056,0,Hip-Hop
30058,0,Hip-Hop
30059,0,Hip-Hop
30090,3,Experimental
30095,3,Experimental
30120,3,Experimental
30196,14,Instrumental
30198,3,Experimental
30230,0,Hip-Hop
30316,3,Experimental
30486,1,Pop
30487,1,Pop
30488,1,Pop
30519,6,Electronic
30520,6,Electronic
30521,6,Electronic
30522,6,Electronic
30636,3,Experimental
30682,3,Experimental
30690,3,Experimental
30702,3,Experimental
30740,3,Experimental
30895,6,Electronic
31040,6,Electronic
31041,6,Electronic
31042,6,Electronic
31043,6,Electronic
31044,6,Electronic
31165,8,International
31356,4,Folk
31389,4,Folk
31390,4,Folk
31391,4,Folk
31392,4,Folk
31568,6,Electronic
31807,4,Folk
31887,8,International
31888,8,International
31889,8,International
31999,2,Rock
32001,2,Rock
32021,2,Rock
32075,2,Rock
32081,2,Rock
32218,6,Electronic
32325,1,Pop
32326,1,Pop
32327,1,Pop
32328,1,Pop
32329,1,Pop
32330,1,Pop
32331,1,Pop
32332,1,Pop
32333,1,Pop
32334,1,Pop
32335,1,Pop
32336,1,Pop
32337,1,Pop
32338,1,Pop
32339,1,Pop
32340,1,Pop
32433,6,Electronic
32435,6,Electronic
32437,6,Electronic
32438,6,Electronic
32439,6,Electronic
32525,1,Pop
32686,0,Hip-Hop
32687,0,Hip-Hop
32689,0,Hip-Hop
32693,0,Hip-Hop
32694,0,Hip-Hop
32695,0,Hip-Hop
32755,0,Hip-Hop
32756,4,Folk
32759,1,Pop
32760,1,Pop
32800,4,Folk
32882,0,Hip-Hop
33020,2,Rock
33049,4,Folk
33050,4,Folk
33064,6,Electronic
33067,8,International
33068,8,International
33069,8,International
33070,8,International
33071,8,International
33072,8,International
33123,6,Electronic
33124,6,Electronic
33203,6,Electronic
33216,6,Electronic
33221,6,Electronic
33278,3,Experimental
33415,8,International
33422,8,International
33424,8,International
33426,8,International
33446,4,Folk
33459,2,Rock
33460,2,Rock
33461,2,Rock
33465,2,Rock
33477,3,Experimental
33486,3,Experimental
33538,2,Rock
33992,2,Rock
34003,3,Experimental
34147,4,Folk
34167,0,Hip-Hop
34257,3,Experimental
34258,3,Experimental
34263,3,Experimental
34484,4,Folk
34510,3,Experimental
34511,1,Pop
34994,3,Experimental
34996,3,Experimental
35007,3,Experimental
35008,3,Experimental
35182,1,Pop
35184,1,Pop
35198,3,Experimental
35199,3,Experimental
35204,3,Experimental
35296,6,Electronic
35299,6,Electronic
35443,4,Folk
35444,3,Experimental
35462,3,Experimental
35527,2,Rock
35534,2,Rock
35535,2,Rock
35537,2,Rock
35539,2,Rock
35541,2,Rock
35543,2,Rock
35544,1,Pop
35545,1,Pop
35549,1,Pop
35550,1,Pop
35569,6,Electronic
35571,2,Rock
35608,1,Pop
35734,4,Folk
36096,6,Electronic
36097,6,Electronic
36099,6,Electronic
36143,6,Electronic
36144,6,Electronic
36145,6,Electronic
36146,6,Electronic
36147,6,Electronic
36245,6,Electronic
36257,6,Electronic
36258,6,Electronic
36261,6,Electronic
36272,8,International
36273,8,International
36275,8,International
36277,8,International
36302,0,Hip-Hop
36304,0,Hip-Hop
36322,4,Folk
36333,4,Folk
36371,1,Pop
36380,6,Electronic
36388,1,Pop
36428,6,Electronic
36435,6,Electronic
36481,2,Rock
36526,2,Rock
36560,1,Pop
36567,3,Experimental
36614,1,Pop
36615,1,Pop
36616,1,Pop
36618,1,Pop
36643,1,Pop
36659,6,Electronic
36799,3,Experimental
36959,1,Pop
36961,1,Pop
36965,1,Pop
36966,1,Pop
36983,0,Hip-Hop
36984,0,Hip-Hop
36985,0,Hip-Hop
36986,0,Hip-Hop
36987,0,Hip-Hop
36988,0,Hip-Hop
36990,0,Hip-Hop
36992,0,Hip-Hop
36994,0,Hip-Hop
36997,0,Hip-Hop
36998,6,Electronic
36999,8,International
37041,3,Experimental
37111,14,Instrumental
37113,14,Instrumental
37119,14,Instrumental
37121,3,Experimental
37131,6,Electronic
37136,1,Pop
37141,14,Instrumental
37147,2,Rock
37324,1,Pop
37325,1,Pop
37368,1,Pop
37369,1,Pop
37416,0,Hip-Hop
37417,0,Hip-Hop
37423,0,Hip-Hop
37538,3,Experimental
37592,2,Rock
37725,2,Rock
37727,2,Rock
37730,2,Rock
37731,2,Rock
37779,3,Experimental
37781,3,Experimental
37784,3,Experimental
37859,2,Rock
37911,14,Instrumental
37920,6,Electronic
38312,3,Experimental
38321,8,International
38323,8,International
38326,8,International
38351,8,International
38352,8,International
38353,8,International
38354,8,International
38361,4,Folk
38362,4,Folk
38363,4,Folk
38365,8,International
38399,4,Folk
38435,2,Rock
38450,3,Experimental
38522,2,Rock
38557,2,Rock
38560,8,International
38775,8,International
38776,8,International
38777,8,International
38778,8,International
38779,8,International
38780,8,International
38781,8,International
38782,8,International
38783,8,International
38784,8,International
38785,8,International
38817,8,International
38818,8,International
38819,8,International
38820,8,International
38821,8,International
38822,8,International
38823,8,International
38824,8,International
38825,8,International
38826,8,International
38827,8,International
38828,8,International
38829,8,International
